student_id,gender,ethnicity,parent_education,lunch,test_preparation,math_score,reading_score,writing_score,sports_participation,absences,extra_classes,psychological_score,tech_access,internet_quality,daily_study_hours,social_activity_level,motivation_level
S2115,Male,Group B,Some college,Free/Reduced,None,91,53,53,No,21,No,2,No,Poor,5.4,High,5
S2116,Male,Group D,Some college,Free/Reduced,Completed,55,31,51,Yes,14,No,6,No,Good,1.7,High,9
S2117,Female,Group C,High school,Standard,None,96,37,32,Yes,24,Yes,9,Yes,Good,3.6,High,3
S2118,Female,Group E,Master's degree,Standard,Completed,78,54,45,No,21,Yes,10,No,Good,2.7,Medium,10
S2119,Male,Group E,Some college,Free/Reduced,None,73,61,59,No,23,No,5,No,Average,3.7,Medium,3
S2120,Male,Group E,Bachelor's degree,Standard,Completed,65,85,72,Yes,27,No,5,Yes,Good,3.2,Medium,8
S2121,Male,Group E,High school,Free/Reduced,None,82,36,33,No,6,No,3,Yes,Average,0.5,Medium,8
S2122,Male,Group B,Associate degree,Standard,Completed,73,77,69,Yes,0,Yes,8,No,Average,2.4,Medium,7
S2123,Male,Group C,Associate degree,Standard,Completed,51,83,45,No,1,Yes,6,Yes,Average,0.6,Low,6
S2124,Male,Group E,Some college,Standard,Completed,31,92,45,No,3,Yes,10,No,Average,4.3,High,7
S2125,Female,Group A,Master's degree,Standard,Completed,36,31,95,Yes,15,No,2,Yes,Good,5.2,Medium,7
S2126,Female,Group C,Some college,Free/Reduced,Completed,45,64,84,Yes,11,Yes,5,Yes,Good,2.6,High,6
S2127,Female,Group B,Master's degree,Free/Reduced,Completed,73,51,49,No,16,No,4,Yes,Poor,3.4,Medium,9
S2128,Female,Group E,Some college,Free/Reduced,None,94,93,80,Yes,23,No,10,Yes,Good,0.9,Medium,5
S2129,Male,Group B,Associate degree,Free/Reduced,None,98,88,86,No,3,Yes,9,No,Poor,2.6,Low,5
S2130,Female,Group E,Master's degree,Standard,Completed,90,78,80,No,15,No,4,Yes,Good,1.3,High,6
S2131,Female,Group A,Associate degree,Standard,None,59,81,47,Yes,6,No,8,Yes,Good,0.9,Medium,10
S2132,Male,Group C,Bachelor's degree,Free/Reduced,Completed,71,50,88,No,22,No,1,Yes,Good,1.4,Medium,4
S2133,Female,Group A,Bachelor's degree,Free/Reduced,Completed,54,41,57,No,7,Yes,5,No,Average,5.3,Low,10
S2134,Male,Group E,High school,Free/Reduced,None,86,40,98,Yes,24,No,9,No,Good,5.9,High,10
S2135,Male,Group D,Associate degree,Free/Reduced,Completed,61,83,57,Yes,8,No,3,Yes,Good,5.3,High,9
S2136,Female,Group C,Associate degree,Free/Reduced,Completed,79,99,42,Yes,13,Yes,6,Yes,Poor,5.8,Medium,2
S2137,Female,Group B,High school,Standard,None,39,43,35,No,22,No,10,Yes,Good,4.5,Low,3
S2138,Female,Group E,Bachelor's degree,Free/Reduced,Completed,51,62,58,Yes,8,Yes,6,Yes,Average,1.4,Low,9
S2139,Male,Group A,Bachelor's degree,Free/Reduced,Completed,70,55,38,No,14,Yes,6,No,Good,3.6,Medium,1
S2140,Female,Group D,Master's degree,Standard,None,76,43,58,Yes,20,No,4,No,Poor,4.5,High,5
S2141,Male,Group E,Master's degree,Standard,None,43,77,67,No,25,No,7,Yes,Good,3.3,Medium,3
S2142,Female,Group B,Bachelor's degree,Free/Reduced,Completed,32,94,94,No,3,Yes,3,Yes,Good,3.6,High,3
S2143,Male,Group A,Some college,Free/Reduced,Completed,82,75,85,Yes,2,No,6,No,Poor,3.7,Low,1
S2144,Female,Group C,Associate degree,Free/Reduced,Completed,45,84,59,No,21,No,10,Yes,Good,3.1,Medium,8
S2145,Female,Group D,Master's degree,Standard,Completed,90,97,88,No,9,No,5,Yes,Poor,2.1,Medium,3
S2146,Male,Group E,Some college,Free/Reduced,Completed,57,41,87,Yes,26,No,3,No,Poor,4,Medium,4
S2147,Female,Group E,Master's degree,Free/Reduced,Completed,64,83,39,No,24,Yes,2,Yes,Average,0.8,High,5
S2148,Female,Group E,High school,Standard,Completed,31,93,50,No,3,Yes,1,No,Average,1.4,High,5
S2149,Male,Group E,Associate degree,Standard,None,90,76,85,No,29,No,8,Yes,Poor,5.6,Low,2
S2150,Female,Group A,Master's degree,Standard,Completed,85,66,55,No,17,Yes,1,Yes,Average,3.2,High,7
S2151,Female,Group C,Bachelor's degree,Standard,Completed,84,70,44,No,10,Yes,5,No,Average,5,High,6
S2152,Male,Group B,High school,Free/Reduced,None,47,56,64,No,18,Yes,5,No,Poor,4.5,Medium,7
S2153,Female,Group D,High school,Standard,Completed,78,71,44,Yes,18,No,1,No,Good,2.3,Low,10
S2154,Male,Group E,Bachelor's degree,Standard,Completed,71,97,35,Yes,17,Yes,9,No,Good,4.9,Low,10
S2155,Female,Group E,High school,Standard,None,36,58,57,Yes,12,Yes,5,No,Good,1,Medium,3
S2156,Female,Group C,Associate degree,Free/Reduced,Completed,33,65,92,No,24,Yes,9,No,Average,5.3,High,8
S2157,Male,Group C,Master's degree,Standard,None,72,86,58,Yes,3,Yes,6,Yes,Average,4.2,High,6
S2158,Female,Group A,High school,Free/Reduced,None,88,41,77,Yes,2,Yes,7,Yes,Good,5.6,Medium,7
S2159,Male,Group A,Associate degree,Standard,None,78,74,92,No,15,No,7,No,Poor,5.4,Medium,9
S2160,Male,Group A,Bachelor's degree,Free/Reduced,None,89,49,87,Yes,13,No,2,Yes,Poor,2.6,High,8
S2161,Female,Group D,Master's degree,Free/Reduced,None,35,74,50,Yes,9,Yes,5,Yes,Poor,5.2,Low,8
S2162,Male,Group A,Bachelor's degree,Free/Reduced,None,49,52,51,No,5,No,2,No,Average,3.6,Medium,3
S2163,Female,Group E,Master's degree,Standard,None,60,91,56,Yes,7,Yes,4,Yes,Good,1.4,High,1
S2164,Male,Group A,High school,Free/Reduced,Completed,51,63,86,Yes,26,No,3,No,Poor,5.1,Medium,1
S2165,Female,Group D,High school,Standard,None,61,50,39,Yes,23,No,6,No,Good,5.5,Low,10
S2166,Female,Group A,Master's degree,Standard,None,76,80,51,Yes,15,No,5,No,Good,1,Low,2
S2167,Male,Group A,Associate degree,Free/Reduced,Completed,63,38,73,Yes,9,No,1,No,Average,5.6,High,8
S2168,Female,Group E,Associate degree,Standard,Completed,56,39,57,Yes,21,No,2,No,Poor,3.8,Low,10
S2169,Female,Group E,Associate degree,Free/Reduced,None,73,81,79,No,20,No,7,No,Average,0.6,Medium,6
S2170,Female,Group E,Some college,Standard,None,59,74,80,No,26,No,9,No,Good,3.5,Low,6
S2171,Male,Group A,Associate degree,Free/Reduced,None,62,81,30,Yes,6,Yes,1,No,Good,4.9,High,1
S2172,Female,Group E,High school,Standard,None,56,59,63,Yes,18,Yes,4,Yes,Good,3.4,Medium,2
S2173,Female,Group C,Some college,Free/Reduced,Completed,85,93,64,Yes,27,Yes,3,No,Poor,4.4,Low,5
S2174,Male,Group B,Associate degree,Standard,Completed,52,31,90,No,25,Yes,5,Yes,Poor,5.3,Low,3
S2175,Female,Group B,High school,Standard,None,72,78,59,Yes,17,Yes,5,No,Poor,5.3,Low,2
S2176,Male,Group E,Some college,Free/Reduced,Completed,83,74,97,No,12,No,10,Yes,Good,1.5,High,9
S2177,Male,Group D,High school,Standard,Completed,97,46,69,No,7,No,10,No,Good,2.8,High,10
S2178,Female,Group E,Master's degree,Standard,Completed,82,57,94,Yes,26,No,2,No,Poor,1.1,Low,7
S2179,Male,Group E,High school,Free/Reduced,Completed,69,74,66,No,27,Yes,5,Yes,Good,3.8,Medium,1
S2180,Female,Group A,Some college,Free/Reduced,None,89,46,93,Yes,13,No,4,Yes,Good,5.8,Low,1
S2181,Female,Group D,Associate degree,Free/Reduced,Completed,38,88,30,No,8,No,1,No,Good,1.5,Medium,3
S2182,Female,Group E,Some college,Free/Reduced,Completed,39,43,44,Yes,11,Yes,1,No,Poor,2.7,Medium,10
S2183,Male,Group C,Associate degree,Free/Reduced,None,39,39,42,Yes,5,Yes,1,Yes,Average,5.7,High,6
S2184,Male,Group B,Associate degree,Standard,Completed,59,47,58,No,19,No,8,No,Average,4.6,Low,2
S2185,Female,Group C,Bachelor's degree,Free/Reduced,None,39,64,84,Yes,21,No,3,Yes,Average,0.9,High,8
S2186,Female,Group C,Master's degree,Standard,None,87,77,74,No,27,No,9,No,Poor,2.9,Low,4
S2187,Male,Group C,Bachelor's degree,Standard,Completed,65,87,33,Yes,22,No,10,No,Good,5.9,Medium,8
S2188,Female,Group D,Some college,Standard,Completed,73,47,93,No,11,Yes,2,Yes,Average,3,High,7
S2189,Male,Group D,Bachelor's degree,Standard,None,86,81,44,Yes,23,Yes,9,No,Average,4,High,2
S2190,Male,Group D,Associate degree,Standard,Completed,72,59,77,Yes,18,Yes,9,No,Poor,4.4,High,9
S2191,Female,Group B,Some college,Free/Reduced,None,52,66,85,Yes,11,No,4,No,Good,4.2,Medium,5
S2192,Female,Group A,Bachelor's degree,Free/Reduced,None,33,69,99,No,21,No,4,Yes,Good,3.4,High,6
S2193,Female,Group E,High school,Free/Reduced,Completed,41,35,44,No,29,Yes,4,No,Poor,1.2,Low,2
S2194,Male,Group E,Master's degree,Free/Reduced,None,78,64,68,Yes,25,No,1,Yes,Average,4.4,Low,3
S2195,Male,Group A,High school,Free/Reduced,None,53,55,98,Yes,21,No,5,Yes,Good,5.6,Medium,10
S2196,Male,Group E,Some college,Free/Reduced,Completed,42,59,89,Yes,25,Yes,6,Yes,Good,5.7,High,8
S2197,Male,Group C,Bachelor's degree,Standard,Completed,97,53,73,No,6,Yes,4,Yes,Average,3.8,Low,5
S2198,Female,Group B,Associate degree,Free/Reduced,None,63,84,72,Yes,14,No,8,No,Poor,3.2,High,10
S2199,Male,Group E,Bachelor's degree,Free/Reduced,Completed,38,38,33,Yes,15,Yes,3,Yes,Average,2.3,Low,1
S2200,Female,Group B,Some college,Free/Reduced,None,39,91,79,Yes,29,No,9,Yes,Good,1.1,Medium,9
S2201,Male,Group A,Some college,Free/Reduced,Completed,94,47,68,No,3,No,7,No,Poor,5.4,Low,1
S2202,Male,Group E,Some college,Free/Reduced,None,83,80,83,Yes,5,No,8,No,Average,1.3,Low,9
S2203,Female,Group B,Some college,Standard,Completed,72,48,52,Yes,15,No,7,Yes,Average,2.1,Low,10
S2204,Male,Group C,Bachelor's degree,Standard,Completed,88,98,89,No,14,No,9,Yes,Poor,4.6,Medium,6
S2205,Female,Group C,High school,Standard,Completed,88,62,64,Yes,1,No,2,No,Good,4.4,Low,7
S2206,Male,Group A,Associate degree,Free/Reduced,Completed,96,67,83,No,23,Yes,4,No,Poor,4.2,Medium,1
S2207,Female,Group D,Associate degree,Free/Reduced,Completed,90,42,87,No,2,Yes,2,No,Poor,4.6,Medium,10
S2208,Male,Group E,Master's degree,Free/Reduced,None,67,78,91,No,14,No,8,Yes,Good,3.5,Low,1
S2209,Male,Group C,Some college,Standard,None,37,82,77,No,24,No,2,Yes,Average,1.4,High,5
S2210,Female,Group C,Some college,Standard,Completed,94,30,36,No,7,No,8,Yes,Poor,6,Low,2
S2211,Female,Group A,Some college,Free/Reduced,None,34,41,74,Yes,11,Yes,6,No,Poor,5.4,Medium,10
S2212,Female,Group C,High school,Free/Reduced,Completed,72,53,42,Yes,21,No,7,Yes,Average,2.9,High,5
S2213,Male,Group E,Some college,Standard,None,89,30,82,Yes,25,Yes,6,Yes,Good,3.4,Low,5
S2214,Male,Group A,Master's degree,Standard,None,55,97,68,Yes,1,Yes,9,No,Average,2.7,Low,6
S2215,Male,Group B,Master's degree,Standard,None,40,36,47,Yes,14,No,4,Yes,Average,4,Low,9
S2216,Male,Group A,High school,Free/Reduced,Completed,63,98,51,Yes,7,Yes,1,No,Poor,4.5,Low,6
S2217,Male,Group E,Some college,Standard,Completed,31,68,65,Yes,26,Yes,9,No,Poor,1.8,Low,10
S2218,Male,Group E,Bachelor's degree,Free/Reduced,None,50,61,82,Yes,21,Yes,10,No,Good,2.9,High,1
S2219,Female,Group B,Bachelor's degree,Free/Reduced,None,55,78,32,No,10,No,8,No,Poor,4,Low,5
S2220,Male,Group A,Associate degree,Free/Reduced,None,34,60,91,Yes,16,Yes,1,Yes,Average,5.9,Medium,2
S2221,Male,Group E,High school,Standard,None,38,32,58,Yes,21,No,10,Yes,Average,2.3,Medium,8
S2222,Female,Group E,Bachelor's degree,Standard,Completed,79,76,37,No,28,Yes,6,No,Good,4.6,High,7
S2223,Female,Group B,Associate degree,Standard,Completed,39,44,75,Yes,20,Yes,10,Yes,Poor,2.4,Medium,6
S2224,Female,Group D,Master's degree,Standard,None,87,80,85,No,21,Yes,4,Yes,Poor,1,High,2
S2225,Female,Group A,Associate degree,Free/Reduced,Completed,39,50,78,Yes,28,Yes,2,No,Good,4.7,Medium,3
S2226,Female,Group E,Some college,Free/Reduced,None,65,70,72,Yes,0,Yes,3,Yes,Good,4.1,High,9
S2227,Male,Group C,Some college,Free/Reduced,Completed,85,32,39,No,19,No,9,No,Poor,3.3,Low,9
S2228,Male,Group B,Master's degree,Free/Reduced,None,91,30,42,Yes,22,No,5,Yes,Good,4.2,Medium,7
S2229,Female,Group D,High school,Standard,Completed,66,50,86,No,28,Yes,7,Yes,Average,5.3,Medium,2
S2230,Female,Group D,Some college,Free/Reduced,None,70,50,31,No,14,Yes,2,No,Good,4.7,High,7
S2231,Male,Group B,Some college,Standard,Completed,77,78,94,No,20,Yes,8,No,Average,5.2,High,1
S2232,Female,Group D,Associate degree,Free/Reduced,None,51,94,71,Yes,21,Yes,3,No,Average,2.1,High,9
S2233,Male,Group E,Associate degree,Standard,Completed,90,70,87,No,1,No,1,Yes,Average,4.9,Medium,9
S2234,Male,Group D,Associate degree,Free/Reduced,None,77,96,39,No,23,No,8,Yes,Poor,2.5,High,6
S2235,Female,Group A,Bachelor's degree,Free/Reduced,None,93,71,92,Yes,9,Yes,9,Yes,Average,0.6,Low,10
S2236,Male,Group C,Master's degree,Standard,Completed,66,98,90,No,19,No,8,No,Good,0.7,High,1
S2237,Male,Group E,High school,Free/Reduced,Completed,70,86,30,No,5,Yes,1,Yes,Average,4.5,Low,8
S2238,Male,Group B,Associate degree,Standard,Completed,34,72,55,Yes,2,Yes,7,No,Poor,2,Low,6
S2239,Male,Group C,High school,Free/Reduced,None,81,41,34,Yes,24,No,7,No,Poor,2.2,High,9
S2240,Female,Group E,Associate degree,Standard,None,46,93,64,Yes,12,No,4,No,Poor,3.9,Low,9
S2241,Female,Group C,Some college,Standard,None,91,80,42,No,23,Yes,8,Yes,Poor,4.6,Low,7
S2242,Female,Group D,High school,Standard,Completed,81,89,56,No,29,Yes,5,No,Good,3.6,Low,4
S2243,Female,Group B,Bachelor's degree,Standard,None,49,57,41,Yes,14,Yes,4,Yes,Poor,4.4,High,1
S2244,Female,Group B,Associate degree,Free/Reduced,Completed,45,43,79,No,5,No,5,No,Good,5.7,High,3
S2245,Male,Group A,Master's degree,Standard,None,36,61,88,No,8,Yes,2,No,Poor,5.2,Low,6
S2246,Male,Group D,Some college,Standard,None,95,37,60,Yes,9,No,4,Yes,Poor,1.8,Medium,1
S2247,Male,Group A,Associate degree,Standard,None,41,56,98,Yes,8,Yes,10,No,Good,5.5,Low,4
S2248,Male,Group A,High school,Standard,Completed,72,79,66,Yes,17,No,8,Yes,Average,2.1,High,8
S2249,Female,Group D,Associate degree,Free/Reduced,None,69,88,31,No,8,No,7,No,Good,4.1,Low,8
S2250,Female,Group E,Some college,Standard,None,30,86,94,Yes,23,No,8,Yes,Average,5.3,Low,6
S2251,Male,Group A,Master's degree,Free/Reduced,Completed,87,32,32,No,17,Yes,7,No,Good,3.9,High,6
S2252,Female,Group C,Master's degree,Free/Reduced,None,32,56,49,Yes,8,Yes,7,No,Average,4.9,High,3
S2253,Male,Group E,Master's degree,Standard,Completed,37,63,31,No,4,Yes,7,No,Poor,5.6,Medium,7
S2254,Male,Group D,Some college,Standard,None,90,55,71,Yes,12,No,2,Yes,Average,5.8,Low,8
S2255,Female,Group B,Associate degree,Standard,None,34,69,72,No,11,No,3,No,Average,2.8,Low,2
S2256,Female,Group E,Some college,Standard,Completed,55,61,50,No,8,No,1,No,Poor,6,Low,5
S2257,Female,Group A,Some college,Free/Reduced,None,46,70,74,No,18,No,2,Yes,Poor,2,Medium,6
S2258,Male,Group C,Associate degree,Free/Reduced,Completed,95,31,49,No,19,No,10,Yes,Average,3,Medium,1
S2259,Female,Group D,Bachelor's degree,Standard,Completed,80,36,72,No,0,No,6,Yes,Average,4.7,Low,5
S2260,Male,Group B,Master's degree,Standard,None,76,48,79,No,10,No,2,Yes,Good,5.8,High,3
S2261,Female,Group C,High school,Free/Reduced,None,69,62,72,No,4,Yes,1,No,Poor,0.8,Low,3
S2262,Male,Group B,High school,Free/Reduced,None,56,31,53,Yes,6,No,8,No,Poor,5.7,Low,6
S2263,Female,Group D,Associate degree,Standard,None,69,96,89,No,12,No,9,No,Poor,6,Low,1
S2264,Male,Group E,High school,Standard,None,30,44,61,No,22,No,7,No,Good,5.5,High,5
S2265,Male,Group A,Bachelor's degree,Standard,Completed,75,50,34,No,5,No,3,No,Good,1.1,Medium,5
S2266,Female,Group D,Some college,Standard,Completed,40,88,31,No,12,No,1,Yes,Average,5.1,Medium,5
S2267,Male,Group C,Master's degree,Standard,Completed,68,68,55,No,5,Yes,4,No,Good,4,Low,3
S2268,Female,Group E,High school,Standard,Completed,47,49,54,Yes,14,No,10,Yes,Good,0.6,Low,6
S2269,Female,Group B,High school,Free/Reduced,Completed,76,30,79,Yes,7,No,3,No,Good,5.9,Low,1
S2270,Female,Group E,Associate degree,Free/Reduced,None,50,38,68,Yes,10,No,3,No,Poor,1.3,High,10
S2271,Male,Group E,Associate degree,Free/Reduced,Completed,57,80,40,No,9,Yes,2,Yes,Average,2.7,Low,1
S2272,Female,Group C,Some college,Free/Reduced,Completed,30,67,92,No,8,No,10,Yes,Good,0.7,High,2
S2273,Male,Group A,Master's degree,Standard,None,43,44,97,No,3,No,3,No,Good,2.2,Low,4
S2274,Female,Group E,High school,Standard,None,49,70,47,Yes,13,Yes,5,No,Good,3.6,Low,10
S2275,Female,Group E,Some college,Free/Reduced,None,74,76,57,Yes,3,No,4,No,Poor,5.6,Low,9
S2276,Male,Group A,Master's degree,Standard,None,90,55,71,Yes,23,No,1,Yes,Average,5.9,Medium,10
S2277,Male,Group A,Some college,Standard,Completed,56,83,89,No,14,Yes,1,No,Average,2.8,Low,8
S2278,Female,Group B,High school,Standard,None,85,99,51,No,20,Yes,1,Yes,Good,2.9,Low,10
S2279,Male,Group B,Associate degree,Free/Reduced,Completed,81,68,69,No,9,Yes,10,Yes,Average,1.4,Low,2
S2280,Female,Group A,Associate degree,Free/Reduced,None,97,46,91,No,13,No,9,Yes,Poor,3.2,Low,1
S2281,Male,Group D,Associate degree,Free/Reduced,None,66,99,32,Yes,24,No,9,Yes,Good,5.7,High,4
S2282,Male,Group A,Bachelor's degree,Free/Reduced,Completed,60,38,92,Yes,5,No,9,Yes,Average,1.4,High,5
S2283,Female,Group B,Some college,Free/Reduced,Completed,78,75,49,Yes,15,No,10,Yes,Good,2,Low,2
S2284,Male,Group C,High school,Free/Reduced,None,82,35,55,Yes,24,No,4,Yes,Poor,5.4,High,10
S2285,Female,Group C,Some college,Free/Reduced,Completed,68,97,70,Yes,11,Yes,4,No,Good,3.9,Low,6
S2286,Female,Group E,Associate degree,Standard,None,39,45,32,No,27,No,10,Yes,Poor,2.3,Low,8
S2287,Male,Group C,Some college,Free/Reduced,None,38,58,72,Yes,3,Yes,7,Yes,Good,5,High,5
S2288,Female,Group B,Master's degree,Standard,Completed,42,70,46,No,0,No,3,No,Good,1.1,High,4
S2289,Male,Group C,Some college,Standard,Completed,47,97,82,No,29,Yes,10,No,Average,5.2,Low,7
S2290,Male,Group D,Bachelor's degree,Free/Reduced,Completed,41,91,81,Yes,3,Yes,3,Yes,Average,3.3,Medium,5
S2291,Female,Group A,Bachelor's degree,Standard,None,34,69,62,Yes,24,No,4,No,Poor,4.7,Low,8
S2292,Male,Group A,Associate degree,Standard,Completed,36,91,89,No,12,Yes,6,No,Poor,3.4,Low,7
S2293,Female,Group B,High school,Free/Reduced,Completed,44,53,97,No,6,No,1,Yes,Poor,1.9,Medium,5
S2294,Female,Group E,Master's degree,Standard,None,96,35,85,No,14,No,3,No,Average,4,High,8
S2295,Male,Group A,High school,Free/Reduced,Completed,47,69,93,No,5,Yes,5,Yes,Good,1.4,Medium,1
S2296,Male,Group C,High school,Standard,Completed,67,99,37,Yes,29,Yes,4,No,Poor,1.8,Low,8
S2297,Female,Group D,Master's degree,Standard,Completed,55,87,98,No,13,No,8,Yes,Good,3.5,High,3
S2298,Female,Group E,Bachelor's degree,Standard,Completed,67,43,62,Yes,17,No,9,No,Good,2.6,Medium,1
S2299,Female,Group E,Associate degree,Standard,None,88,74,54,Yes,3,No,8,Yes,Average,4.6,Medium,9
S2300,Male,Group E,Some college,Free/Reduced,Completed,81,35,36,Yes,0,No,9,Yes,Average,3.7,Low,6
S2301,Male,Group A,Bachelor's degree,Free/Reduced,None,62,52,88,Yes,28,Yes,8,Yes,Good,2.6,Medium,8
S2302,Female,Group E,Associate degree,Free/Reduced,None,50,91,62,No,2,No,10,Yes,Poor,2.3,Low,10
S2303,Male,Group B,Bachelor's degree,Standard,Completed,46,46,70,No,12,Yes,1,No,Average,5.5,High,4
S2304,Female,Group C,Master's degree,Standard,None,91,99,62,Yes,17,No,7,Yes,Good,0.7,Medium,2
S2305,Male,Group D,High school,Standard,Completed,88,57,58,No,28,No,9,No,Average,4.3,High,6
S2306,Female,Group C,Master's degree,Standard,None,31,42,68,Yes,3,No,1,No,Good,2.7,High,2
S2307,Female,Group B,Some college,Free/Reduced,Completed,93,58,86,Yes,3,Yes,10,Yes,Average,2.6,Low,1
S2308,Female,Group B,Master's degree,Standard,None,54,74,93,No,10,Yes,1,Yes,Poor,4.1,Medium,7
S2309,Female,Group C,High school,Free/Reduced,None,70,49,95,No,13,Yes,10,No,Poor,5.2,High,7
S2310,Female,Group A,Bachelor's degree,Standard,None,48,87,38,No,24,No,2,No,Average,4.5,Medium,6
S2311,Female,Group B,Associate degree,Standard,None,67,83,58,No,6,No,5,Yes,Average,4.2,Medium,2
S2312,Male,Group E,Some college,Free/Reduced,None,54,93,57,Yes,28,Yes,8,Yes,Average,3.2,Medium,5
S2313,Female,Group D,Bachelor's degree,Free/Reduced,None,68,81,82,Yes,2,No,8,Yes,Poor,3.1,Medium,1
S2314,Female,Group D,Associate degree,Free/Reduced,Completed,33,72,75,Yes,6,Yes,10,Yes,Average,3,High,2
S2315,Female,Group B,High school,Free/Reduced,None,32,47,68,No,7,Yes,4,No,Poor,1.3,Medium,5
S2316,Female,Group E,Master's degree,Standard,Completed,63,83,87,No,11,No,7,Yes,Average,3.6,Low,5
S2317,Female,Group C,Bachelor's degree,Free/Reduced,None,39,89,83,Yes,6,Yes,7,Yes,Average,2.2,Low,7
S2318,Male,Group D,Associate degree,Free/Reduced,Completed,56,30,35,No,23,No,9,No,Good,3.9,Medium,5
S2319,Female,Group E,Associate degree,Standard,None,30,66,74,Yes,15,No,9,Yes,Poor,3.4,Medium,6
S2320,Female,Group E,Master's degree,Standard,None,73,78,69,Yes,29,Yes,3,No,Average,5.7,Low,2
S2321,Female,Group A,Bachelor's degree,Standard,None,81,64,52,Yes,24,No,8,Yes,Poor,2.9,Medium,5
S2322,Female,Group B,Bachelor's degree,Standard,None,54,96,71,No,16,Yes,5,Yes,Good,4.2,High,8
S2323,Male,Group E,High school,Free/Reduced,None,94,64,67,No,25,Yes,5,Yes,Poor,3.8,Medium,1
S2324,Male,Group C,Bachelor's degree,Free/Reduced,None,40,38,45,Yes,21,Yes,8,No,Poor,4.3,Medium,10
S2325,Female,Group D,Master's degree,Standard,None,97,66,76,No,3,No,6,Yes,Poor,2,High,7
S2326,Female,Group A,Bachelor's degree,Free/Reduced,None,44,89,50,No,16,Yes,10,No,Poor,1.9,Medium,8
S2327,Male,Group C,High school,Free/Reduced,Completed,86,85,50,No,17,No,10,Yes,Poor,3.6,High,5
S2328,Female,Group D,Associate degree,Standard,Completed,93,41,54,Yes,25,Yes,1,Yes,Poor,5.2,High,4
S2329,Male,Group B,Bachelor's degree,Free/Reduced,None,40,33,90,No,3,No,4,Yes,Poor,4.5,Low,1
S2330,Female,Group C,Master's degree,Free/Reduced,Completed,49,90,83,No,16,Yes,9,No,Average,3.2,Low,9
S2331,Male,Group D,Bachelor's degree,Standard,None,59,74,89,No,14,Yes,5,Yes,Average,1.9,Medium,2
S2332,Male,Group A,Some college,Free/Reduced,Completed,39,79,71,Yes,21,No,4,Yes,Poor,4.7,Low,5
S2333,Female,Group D,High school,Free/Reduced,None,83,79,90,Yes,16,Yes,10,Yes,Poor,5.6,Medium,7
S2334,Female,Group E,Associate degree,Standard,Completed,87,77,61,Yes,12,Yes,1,No,Average,1.7,Medium,8
S2335,Female,Group A,Some college,Free/Reduced,Completed,58,52,82,No,24,No,9,No,Good,4.9,Low,10
S2336,Female,Group C,Master's degree,Standard,None,30,37,73,Yes,25,No,8,Yes,Average,1.4,Low,4
S2337,Male,Group B,Bachelor's degree,Standard,Completed,87,58,40,No,2,Yes,3,No,Good,5.5,Medium,10
